PID,LEGAL_TYPE,FOLIO,LAND_COORDINATE,ZONING_DISTRICT,ZONING_CLASSIFICATION,LOT,PLAN,BLOCK,DISTRICT_LOT,FROM_CIVIC_NUMBER,TO_CIVIC_NUMBER,STREET_NAME,PROPERTY_POSTAL_CODE,NARRATIVE_LEGAL_LINE1,NARRATIVE_LEGAL_LINE2,NARRATIVE_LEGAL_LINE3,NARRATIVE_LEGAL_LINE4,NARRATIVE_LEGAL_LINE5,CURRENT_LAND_VALUE,CURRENT_IMPROVEMENT_VALUE,TAX_ASSESSMENT_YEAR,PREVIOUS_LAND_VALUE,PREVIOUS_IMPROVEMENT_VALUE,YEAR_BUILT,BIG_IMPROVEMENT_YEAR,TAX_LEVY,NEIGHBOURHOOD_CODE,REPORT_YEAR
030-472-610,STRATA,138614880035,13861488,CD-1 (563),Comprehensive Development,35,EPS4774,115,541,1602,499.0,PACIFIC ST,V6B 0N4,"STRATA LOT 35, BLOCK 115, PLAN EPS4","774, DISTRICT LOT 541, GROUP 1, NEW","WESTMINSTER LAND DISTRICT, TOGETHE",R WITH AN INTEREST IN THE COMMON PR,OPERTY IN PROPORTION TO THE UNIT EN,1214000.0,429000.0,2022.0,1149000.0,406000.0,2018.0,2018.0,4424.48,29,2022
019-136-251,STRATA,650040620027,65004062,C-2,Commercial,27,LMS1785,,540,308,3638.0,BROADWAY W,V6R 2B7,LOT 27  PLAN LMS1785  DISTRICT LOT,540  NEW WESTMINSTER UNDIV 752/3587,0 SHARE IN COM PROP THEREIN.,,,510000.0,116000.0,2021.0,484000.0,121000.0,1995.0,1995.0,1829.49,2,2021
014-344-122,LAND,832135070000,83213507,RM-3A,Multiple Dwelling,6,VAP1749,15,318,,1397.0,71ST AVE W,V6P 3B4,LOT 6  BLOCK 15  PLAN VAP1749  DIST,RICT LOT 318  NWD GROUP 1.,,,,2691000.0,641000.0,2021.0,3003000.0,557000.0,1955.0,1955.0,9957.77,12,2021
013-425-439,LAND,739050490000,73905049,RS-5,One-Family Dwelling,49,VAP2759,32,2027,,3257.0,37TH AVE W,V6N 2V3,LOT 49  BLOCK 32  PLAN VAP2759  DIS,TRICT LOT 2027  NWD GROUP 1.,,,,2794000.0,184000.0,2021.0,2537000.0,192000.0,1927.0,1975.0,10401.2,5,2021
012-350-532,LAND,634289860000,63428986,RS-1,Single Detached House,15,VAP3672,76,THSL,,3192.0,4TH AVE E,V5M 1L5,LOT 15  BLOCK 76  SECTION 30  PLAN,VAP3672  DISTRICT LOT THSL  NWD,,,,1679000.0,389000.0,2023.0,1563000.0,362000.0,2001.0,2001.0,,21,2023
027-162-494,STRATA,738250020013,73825002,C-2,Commercial,13,BCS2477,,394,207,2028.0,37TH AVE E,V5P 1G2,LOT 13  PLAN BCS2477  DISTRICT LOT,394  NEW WESTMINSTER GROUP 1.,,,,433000.0,136000.0,2023.0,406000.0,133000.0,2007.0,2007.0,,23,2023
030-149-088,STRATA,170735210031,17073521,CD-1 (592),,31,EPS3179,,526,309,5115.0,CAMBIE ST,V5Z 2Z6,LOT 31  PLAN EPS3179  DISTRICT LOT,"526  NWD GROUP 1, TOGETHER WITH AN",INTEREST IN THE COMMON PROPERTY IN,PROPORTION TO THE UNIT ENTITLEMENT,OF THE STRATA LOT AS SHOWN ON FORM,473000.0,189000.0,2020.0,526000.0,190000.0,2017.0,2017.0,1936.8,9,2020
011-289-490,LAND,120790360000,12079036,RS-6,One-Family Dwelling,5,VAP4858,5,526,,6550.0,ANGUS DR,V6P 5H9,LOT 5  BLOCK 5  PLAN VAP4858  DISTR,ICT LOT 526  NWD OF BLK AA.,,,,2278000.0,670000.0,2020.0,2761000.0,620000.0,1996.0,1996.0,10270.9,10,2020
018-517-463,LAND,125827310000,12582731,RS-1,One-Family Dwelling,D,LMP13193,7,325,,8467.0,CORNISH ST,V6P 5B7,LOT D  BLOCK 7  PLAN LMP13193  DIST,RICT LOT 325  NEW WESTMINSTER,,,,2246000.0,404000.0,2022.0,1895000.0,391000.0,1994.0,2001.0,8929.27,12,2022
014-946-025,LAND,665271610000,66527161,RS-1,One-Family Dwelling,12,VAP1187,3,THSL,,2553.0,11TH AVE E,V5M 2B7,LOT 12  BLOCK 3  PLAN VAP1187  DIST,RICT LOT THSL  NEW WESTMINSTER SECT,ION 34 SW QTR.,,,1952000.0,293000.0,2022.0,1619000.0,253000.0,1912.0,1985.0,7819.62,21,2022
026-229-790,STRATA,720315930103,72031593,CD-1 (314),Comprehensive Development,103,BCS1208,,36,805,3663.0,CROWLEY DR,V5R 6H4,LOT 103  PLAN BCS1208  DISTRICT LOT,36  NEW WESTMINSTER GROUP 1.,,,,366000.0,135000.0,2023.0,328000.0,141000.0,2005.0,2005.0,,23,2023
011-672-331,STRATA,646163970001,64616397,FM-1,Multiple Dwelling,1,VAS2215,,526,,647.0,7TH AVE W,V5Z 1B6,LOT 1  PLAN VAS2215  DISTRICT LOT 5,26  NEW WESTMINSTER UNDIV 86/3234 S,HARE IN COM PROP THEREIN.,,,661000.0,155000.0,2020.0,738000.0,162000.0,1988.0,1988.0,2387.36,7,2020
003-229-491,STRATA,630077510002,63007751,RM-4,Multiple Dwelling,2,VAS55,,526,2,2469.0,CORNWALL AVE,V6K 1B9,LOT 2  PLAN VAS55  DISTRICT LOT 526,NEW WESTMINSTER UNDIV 12/500 SHAR,E IN COM PROP THEREIN.,,,486000.0,15500.0,2021.0,466000.0,15500.0,1972.0,1972.0,1355.49,2,2021
024-037-737,STRATA,194642040095,19464204,IC-3,Industrial,95,LMS3101,,200A,318,2050.0,SCOTIA ST,V5T 4T1,LOT 95  PLAN LMS3101  DISTRICT LOT,200A  NEW WESTMINSTER UNDIV 508/136,702 SHARE IN COM PROP THEREIN.,,,165000.0,125000.0,2020.0,194000.0,127000.0,1997.0,1997.0,848.45,13,2020
028-761-332,STRATA,648159940029,64815994,CD-1 (358),Comprehensive Development,29,BCS4340,,526,502,728.0,8TH AVE W,V5Z 0B8,LOT 29  PLAN BCS4340  DISTRICT LOT,"526  NWD GROUP 1, TOGETHER WITH AN",INTEREST IN THE COMMON PROPERTY IN,PROPORTION TO THE UNIT ENTITLEMENT,OF THE STRATA LOT AS SHOWN ON FORM,972000.0,379000.0,2022.0,902000.0,352000.0,2012.0,2012.0,3638.15,7,2022
024-275-531,STRATA,646163040036,64616304,FM-1,Multiple Dwelling,26,LMS3695,,526,214,692.0,7TH AVE W,V5Z 1B5,LOT 26  PLAN LMS3695  DISTRICT LOT,"526  NEW WESTMINSTER GROUP 1, UNDIV",941/43855 SHARE IN COM PROP THEREI,N.,,761000.0,189000.0,2022.0,668000.0,166000.0,1998.0,1998.0,2558.28,7,2022
010-028-307,LAND,825258050000,82525805,RS-1,One-Family Dwelling,1,VAP8574,32,FV,,2275.0,BONACCORD DR,V5P 2N8,LOT 1  BLOCK 32  PLAN VAP8574  DIST,RICT LOT FV  NWD GROUP 1.,,,,1757000.0,392000.0,2022.0,1526000.0,376000.0,1993.0,1993.0,7555.11,25,2022
029-382-271,STRATA,650165380009,65016538,CD-1 (494),Comprehensive Development,9,EPS2269,,526,201,550.0,BROADWAY W,V5Z 0E9,LOT 9  PLAN EPS2269  DISTRICT LOT 5,"26  NWD GROUP 1, TOGETHER WITH AN I",NTEREST IN THE COMMON PROPERTY IN P,ROPORTION TO THE UNIT ENTITLEMENT O,F THE STRATA LOT AS SHOWN ON FORM 1,387000.0,113000.0,2020.0,339000.0,113000.0,2014.0,2014.0,3298.11,7,2020
006-998-623,LAND,809313940000,80931394,CD-1 (81),Comprehensive Development,168,VAP19653,,339,,6990.0,WHITHORN CRT,V5S 4K7,LOT 168  PLAN VAP19653  DISTRICT LO,T 339  NWD MEVA#830637 EX PLAN 1673,1.,,,1062000.0,78200.0,2021.0,978000.0,79700.0,1983.0,1983.0,4978.24,25,2021
028-572-769,STRATA,592115090138,59211509,CD-1 (468),Comprehensive Development,138,EPS390,,185,302,1409.0,PENDER ST W,V6G 2S3,LOT 138  PLAN EPS390  DISTRICT LOT,"185  NWD GROUP 1, TOGETHER WITH AN",INTEREST IN THE COMMON PROPERTY IN,PROPORTION TO THE UNIT ENTITLEMENT,OF THE STRATA LOT AS SHOWN ON FORM,1560000.0,564000.0,2021.0,1588000.0,557000.0,2011.0,2011.0,6207.38,26,2021
024-833-720,STRATA,153828210002,15382821,RT-2,Two-Family Dwelling,2,LMS4244,,319,,8419.0,LAUREL ST,V6P 3V4,LOT 2  PLAN LMS4244  DISTRICT LOT 3,"19  NWD GROUP 1, TOGETHER WITH AN I",NTEREST IN THE COMMON PROPERTY IN P,ROPORTION TO THE UNIT ENTITLEMENT O,F THE STRATA LOT AS SHOWN ON FORM 1,899000.0,272000.0,2021.0,874000.0,273000.0,2000.0,2000.0,4659.25,12,2021
023-917-105,STRATA,583110020054,58311002,CD-1 (321),Comprehensive Development,54,LMS2965,,185,1303,1790.0,BAYSHORE DR,V6G 3G5,LOT 54  PLAN LMS2965  DISTRICT LOT,"185  NEW WESTMINSTER GROUP 1, UNDIV",1359/183862 SHARE IN COM PROP THER,EIN.,,1419000.0,435000.0,2020.0,1701000.0,440000.0,1997.0,1997.0,5424.21,28,2020
014-781-964,LAND,702280800000,70228080,RS-1,One-Family Dwelling,16,VAP1381,2,THSL,,3060.0,24TH AVE E,V5R 1E8,LOT 16  BLOCK 2  SECTION 48  PLAN V,AP1381  DISTRICT LOT THSL  NWD PART,NE 1/4.,,,1490000.0,59100.0,2022.0,1241000.0,51900.0,1968.0,1968.0,5920.62,22,2022
014-932-504,STRATA,646037080047,64603708,RM-4,Multiple Dwelling,47,VAS2493,,176,401,3755.0,8TH AVE W,V6R 1Z2,LOT 47  PLAN VAS2493  DISTRICT LOT,176  NEW WESTMINSTER UNDIV 1598/746,74 SHARE IN COM PROP THEREIN.,,,1303000.0,277000.0,2022.0,1223000.0,260000.0,1989.0,1989.0,4254.83,1,2022
007-163-614,LAND,600255330000,60025533,RT-5,Duplex,19,404 & 1771,12,264A,,2033.0,VENABLES ST,V5L 2J1,LOT 19  BLOCK 12  PLAN 404 & 1771,DISTRICT LOT 264A  NEW WESTMINSTER,,,,1836000.0,54400.0,2023.0,1745134.0,56600.0,1926.0,1965.0,,14,2023
029-849-853,STRATA,138600890405,13860089,CD-1 (525),Comprehensive Development,405,EPS3242,54,541,4803,777.0,RICHARDS ST,V6B 0M6,"STRATA LOT 405, BLOCK 54, PLAN EPS3","242, DISTRICT LOT 541, GROUP 1, NEW","WESTMINSTER LAND DISTRICT, TOGETHE",R WITH AN INTEREST IN THE COMMON PR,OPERTY IN PROPORTION TO THE UNIT EN,978000.0,395000.0,2020.0,1042000.0,395000.0,2016.0,2016.0,4016.95,26,2020
011-295-376,LAND,758092050000,75809205,RS-6,One-Family Dwelling,48,VAP5019,15,526,,1993.0,45TH AVE W,V6M 2H7,LOT 48  BLOCK 15  PLAN VAP5019  DIS,TRICT LOT 526  NWD OF LOT 10.,,,,2952000.0,787000.0,2021.0,2715000.0,796000.0,1993.0,1997.0,14225.2,5,2021
003-576-418,LAND,733040740000,73304074,RS-5,One-Family Dwelling,9,VAP2511,34,2027,,3522.0,35TH AVE W,V6N 2N5,LOT 9  BLOCK 34  PLAN VAP2511  DIST,RICT LOT 2027  NEW WESTMINSTER,,,,3615000.0,160000.0,2022.0,3041000.0,168000.0,1926.0,1965.0,13554.8,3,2022
012-296-872,LAND,811216380000,81121638,RS-1,One-Family Dwelling,6,VAP3686,6,658,,1038.0,58TH AVE E,V5X 1W7,LOT 6  BLOCK 6  PLAN VAP3686  DISTR,"ICT LOT 658  NWD GROUP 1, OF LOT 3,",TO BLK 8.,,,1018000.0,41600.0,2020.0,1183000.0,42400.0,1965.0,1965.0,4694.05,17,2020
012-623-946,LAND,701222560000,70122256,RT-10,Two-Family Dwelling,C,VAP3539,15,301,,1156.0,22ND AVE E,V5V 1W4,LOT C  BLOCK 15  PLAN VAP3539  DIST,"RICT LOT 301  NWD GROUP 1, AMD (SEE",593K) OF LOTS 20 & 21.,,,1332000.0,32000.0,2021.0,1130000.0,33600.0,1911.0,1965.0,5604.6,15,2021
006-314-023,STRATA,637132420021,63713242,FCCDD,Comprehensive Development,21,VAS1157,,FC,33,1425.0,LAMEY'S MILL RD,V6H 3W2,LOT 21  PLAN VAS1157  DISTRICT LOT,FC  NEW WESTMINSTER UNDIV 1165/1000,00 SHARE IN COM PROP THEREIN.,,,185000.0,190000.0,2020.0,250000.0,195000.0,1982.0,1982.0,1097.14,7,2020
011-459-816,LAND,270750160000,27075016,RS-1,Single Detached House,15,VAP4615,3,721,,5720.0,CLARENDON ST,V5R 3K3,LOT 15  BLOCK 3  PLAN VAP4615  DIST,RICT LOT 721  NEW WESTMINSTER SUBSI,DY LOT OF 1 TO 6.,,,1505000.0,103000.0,2023.0,1379000.0,105000.0,1974.0,1974.0,,24,2023
028-007-239,STRATA,604134920045,60413492,CD-1 (442),Comprehensive Development,45,BCS3550,,541,1005,565.0,SMITHE ST,V6B 0E4,LOT 45  PLAN BCS3550  DISTRICT LOT,"541  NWD GROUP 1, TOGETHER WITH AN",INTEREST IN THE COMMON PROPERTY IN,PROPORTION TO THE UNIT ENTITLEMENT,OF THE STRATA LOT AS SHOWN ON FORM,513000.0,239000.0,2020.0,575000.0,239000.0,2009.0,2009.0,2200.11,29,2020
029-417-911,STRATA,686090040004,68609004,C-2,Commercial,4,EPS2222,,526,201,3028.0,ARBUTUS ST,V6J 3Z2,LOT 4  PLAN EPS2222  DISTRICT LOT 5,"26  NWD GROUP 1, TOGETHER WITH AN I",NTEREST IN THE COMMON PROPERTY IN P,ROPORTION TO THE UNIT ENTITLEMENT O,F THE STRATA LOT AS SHOWN ON FORM V,368000.0,322000.0,2023.0,322000.0,312000.0,2014.0,2014.0,,2,2023
018-140-645,STRATA,124612060031,12461206,DD,Comprehensive Development,31,LMS760,,541,920,1200.0,HORNBY ST,V6Z 1W2,LOT 31  PLAN LMS760  DISTRICT LOT 5,41  NEW WESTMINSTER UNDIV 726/53134,SHARE IN COM PROP THEREIN.,,,370000.0,144000.0,2020.0,301000.0,145000.0,1993.0,1993.0,1132.22,29,2020
010-071-679,LAND,263810250000,26381025,RS-1,One-Family Dwelling,34,VAP8514,63,FV,,7023.0,BERKELEY ST,V5S 2J7,LOT 34  BLOCK 63  PLAN VAP8514  DIS,TRICT LOT FV  NEW WESTMINSTER,,,,1533000.0,435000.0,2020.0,1706000.0,459000.0,1993.0,1993.0,7421.74,25,2020
003-814-807,STRATA,835138520009,83513852,RM-3A,Multiple Dwelling,9,VAS292,,318,205,1334.0,73RD AVE W,V6P 3E7,LOT 9  PLAN VAS292  DISTRICT LOT 31,8  NEW WESTMINSTER UNDIV 559/11600,SHARE IN COM PROP THEREIN.,,,314000.0,40300.0,2023.0,281000.0,45500.0,1975.0,1975.0,,12,2023
018-258-514,STRATA,157604960180,15760496,DD,Comprehensive Development,180,LMS869,,,2703,950.0,CAMBIE ST,V6B 5X5,LOT 180  PLAN LMS869  NEW WESTMINST,"ER DISTRICT LOT FALSE CREEK, UNDIV",549/100020 SHARE IN COMM PROP THERE,IN.,,718000.0,295000.0,2023.0,705000.0,302000.0,1993.0,1993.0,,29,2023
017-241-995,STRATA,648146820020,64814682,C-3A,Commercial,20,LMS10,,526,301B,1150.0,8TH AVE W,V6H 3Z5,LOT 20  PLAN LMS10  DISTRICT LOT 52,6  NEW WESTMINSTER UNDIV 286/10000,SHARE IN COM PROP THEREIN.,,,617000.0,282000.0,2020.0,689000.0,286000.0,1991.0,1991.0,2630.18,7,2020
025-777-866,STRATA,583110520050,58311052,CD-1 (321),Comprehensive Development,50,BCS555,,,1204,1650.0,BAYSHORE DR,V6G 3K2,LOT 50  PLAN BCS555  NEW WESTMINSTE,R OF THE PUBLIC HARBOUR OF BURRARD,INLET UNDIV 129/10001 SHARE IN COM,PROP THEREIN.,,1861000.0,389000.0,2020.0,2088000.0,393000.0,2003.0,2003.0,6582.78,28,2020
015-267-148,LAND,587275480000,58727548,RS-1,One-Family Dwelling,9,VAP467,40,THSL,,2754.0,PANDORA ST,V5K 1W1,LOT 9  BLOCK 40  PLAN VAP467  DISTR,ICT LOT THSL  NEW WESTMINSTER EXCEP,T PLAN PLN 5584.,,,1520000.0,264000.0,2022.0,1260000.0,255000.0,1994.0,1994.0,6572.19,20,2022
009-317-392,LAND,279811930000,27981193,RS-1,One-Family Dwelling,24,VAP10685,72,,,2737.0,57TH AVE E,V5S 2A9,LOT 24  BLOCK 72  PLAN VAP10685  NE,W WESTMINSTER DISTRICT LOT FRASERVI,EW.,,,1683000.0,284000.0,2021.0,1486000.0,295000.0,1962.0,1962.0,7989.55,25,2021
024-845-493,STRATA,159607880224,15960788,CD-1 (324),Comprehensive Development,224,LMS4255,,FC,503,1077.0,MARINASIDE CRES,V6Z 2Z5,"STRATA LOT 224, PLAN LMS4255, DISTR","ICT LOT FC, NEW WESTMINSTER LAND DI","STRICT, TOGETHER WITH AN INTEREST I",N THE COMMON PROPERTY IN PROPORTION,TO THE UNIT ENTITLEMENT OF THE STR,1091000.0,492000.0,2020.0,1397000.0,506000.0,2000.0,2000.0,4631.35,30,2020
026-085-500,LAND,70758110000,7075811,RS-5,One-Family Dwelling,2,BCP14095,D,321,,6161.0,MACDONALD ST,V6N 1E7,LOT 2  BLOCK D  PLAN BCP14095  DIST,RICT LOT 321  NEW WESTMINSTER,,,,2915000.0,0.0,2021.0,2781000.0,0.0,,,8802.09,6,2021
005-692-814,STRATA,631078390001,63107839,RM-4,Multiple Dwelling,1,VAS728,192,526,,2355.0,YORK AVE,V6K 1C8,LOT 1  BLOCK 192  PLAN VAS728  DIST,RICT LOT 526  NEW WESTMINSTER UNDIV,16604/100000 SHARE IN COM PROP THE,REIN.,,1259000.0,102000.0,2022.0,1108000.0,90200.0,1980.0,1980.0,3665.07,2,2022
030-743-869,STRATA,650206220029,65020622,C-2C,Commercial,29,EPS5569,156,264A,310,630.0,BROADWAY E,V5T 0J1,LOT 29  BLOCK 156  PLAN EPS5569  DI,STRICT LOT 264A  NWD  BCAGROUP 1 TO,GETHER WITH AN INTEREST IN THE COMM,ON PROPERTY IN PROPORTION TO THE UN,IT ENTITLEMENT OF THE STRATA LOT AS,429000.0,154000.0,2022.0,415000.0,149000.0,2019.0,2019.0,1569.97,13,2022
024-806-323,STRATA,631072610001,63107261,RT-8,Duplex,1,LMS4207,,192,,2631.0,YORK AVE,V6K 1E6,LOT 1  PLAN LMS4207  DISTRICT LOT 1,92  NWD UNDID 929/2181 SHARE IN COM,M PROP THEREIN TOGETHER WITH AN INT,EREST IN THE COMMON PROPERTY IN PRO,PORTION TO THE UNIT ENTITLEMENT OF,1419000.0,399000.0,2023.0,1404000.0,382000.0,1999.0,2000.0,,2,2023
010-028-439,LAND,825258510000,82525851,RS-1,One-Family Dwelling,10,VAP8574,32,FV,,2351.0,BONACCORD DR,V5P 2N8,LOT 10  BLOCK 32  PLAN VAP8574  DIS,TRICT LOT FV  NEW WESTMINSTER,,,,1688000.0,789000.0,2021.0,1496000.0,790000.0,2011.0,2011.0,9489.03,25,2021
007-830-033,LAND,670032180000,67003218,RS-1,One-Family Dwelling,9,VAP4994,179,540,,3990.0,10TH AVE W,V6R 2G8,LOT 9  BLOCK 179  PLAN VAP4994  DIS,TRICT LOT 540  NWD OF LOT 1.,,,,1843000.0,29900.0,2021.0,1667000.0,31500.0,1930.0,1965.0,7188.54,1,2021
002-670-178,LAND,717195390000,71719539,RS-7,One-Family Dwelling,1,VAP1935,61,352,,339.0,28TH AVE E,V5V 2M8,LOT 1  BLOCK 61  PLAN VAP1935  DIST,RICT LOT 352  NEW WESTMINSTER SUBSI,"DY LOT C, EX PLAN 18286X.",,,2053000.0,453000.0,2021.0,1735000.0,454000.0,2010.0,2010.0,9100.34,16,2021
029-023-840,STRATA,770270140156,77027014,CD-1 (487),Comprehensive Development,156,EPS1133,,393,1907,4815.0,ELDORADO MEWS,V5R 0B2,LOT 156  PLAN EPS1133  DISTRICT LOT,"393  NWD GROUP 1, TOGETHER WITH AN",INTEREST IN THE COMMON PROPERTY IN,PROPORTION TO THE UNIT ENTITLEMENT,OF THE STRATA LOT AS SHOWN ON FORM,460000.0,226000.0,2020.0,512000.0,226000.0,2013.0,2013.0,1895.19,23,2020
018-372-716,STRATA,648163040002,64816304,C-3A,Commercial,2,LMS1005,,526,102,2438.0,HEATHER ST,V5Z 3H9,LOT 2  PLAN LMS1005  DISTRICT LOT 5,26  NEW WESTMINSTER UNIV 966/23283,SHARE IN COM PROP THEREIN.,,,446000.0,314000.0,2021.0,420000.0,314000.0,1993.0,1993.0,2221.09,7,2021
026-835-975,STRATA,149648930039,14964893,C-3A,Commercial,39,BCS2047,,526,901,2483.0,SPRUCE ST,V6H 4J2,LOT 39  PLAN BCS2047  DISTRICT LOT,526  NEW WESTMINSTER GROUP 1.,,,,1104000.0,244000.0,2022.0,1092000.0,242000.0,2006.0,2006.0,3630.07,7,2022
008-897-727,LAND,161743860000,16174386,RS-1,One-Family Dwelling,21,VAP9894,998,526,,5662.0,BAILLIE ST,V5Z 3M8,LOT 21  BLOCK 998  PLAN VAP9894  DI,STRICT LOT 526  NWD OF LOT 1.,,,,3249000.0,476000.0,2022.0,2860000.0,446000.0,1989.0,1989.0,13352.1,9,2022
008-688-192,LAND,698067130000,69806713,RS-1,One-Family Dwelling,13,VAP6817,6,139,,2887.0,21ST AVE W,V6L 1K5,LOT 13  BLOCK 6  PLAN VAP6817  DIST,"RICT LOT 139  NWD GROUP 1, OF LOT 4",.,,,2137000.0,35200.0,2021.0,1955000.0,38000.0,1941.0,1956.0,8037.25,4,2021
014-229-650,LAND,791243150000,79124315,RS-1,One-Family Dwelling,22,VAP2355,1,735,,1835.0,50TH AVE E,V5P 1V1,LOT 22  BLOCK 1  PLAN VAP2355  DIST,RICT LOT 735  NWD AMD.,,,,1469000.0,25600.0,2020.0,1750000.0,25400.0,1947.0,1947.0,6010.72,17,2020
031-441-301,STRATA,616124960007,61612496,CD-1 (435),Comprehensive Development,7,EPS7738,,541,304,889.0,PACIFIC ST,,STRATA LOT 7  PLAN EPS7738  DISTRIC,T LOT 541  NWD  GROUP 1  TOGETHER W,ITH AN INTEREST IN THE COMMON PROPE,RTY IN PROPORTION TO THE UNIT ENTIT,LEMENT OF THE STRATA LOT AS SHOWN O,,,,,,,,,29,2021
025-896-636,STRATA,160604910146,16060491,DD,Comprehensive Development,146,BCS741,,FC,2101,989.0,BEATTY ST,V6Z 3C2,LOT 146  PLAN BCS741  DISTRICT LOT,FC  NEW WESTMINSTER UNDIV 65/10654,SHARE IN COM PROP THEREIN.,,,476000.0,277000.0,2021.0,417000.0,274000.0,2004.0,2004.0,2200.63,29,2021
027-601-561,STRATA,148608030023,14860803,DD,Comprehensive Development,23,BCS3027,,541,201,1133.0,HOMER ST,V6B 0B1,LOT 23  PLAN BCS3027  DISTRICT LOT,"541  NWD GROUP 1, TOGETHER WITH AN",INTEREST IN THE COMMON PROPERTY IN,PROPORTION TO THE UNIT ENTITLEMENT,OF THE STRATA LOT AS SHOWN ON FORM,649000.0,331000.0,2021.0,616000.0,327000.0,2008.0,2008.0,2864.06,29,2021
018-769-152,LAND,126608080000,12660808,DD,Comprehensive Development,G,LMP16645,92,541,,1110.0,HOWE ST,V6Z 1R2,LOT G  BLOCK 92  PLAN LMP16645  DIS,TRICT LOT 541  NWD EX PL SRW LMP166,46 & LMP16647 HOLIDAY INN HOTEL & S,UITES.,,31027000.0,17602000.0,2023.0,34086000.0,10712000.0,1959.0,1959.0,,29,2023
004-474-244,LAND,197814210000,19781421,RS-1,Single Detached House,15,VAP2231,3,326A,,7621.0,PRINCE EDWARD ST,V5X 3R4,LOT 15  BLOCK 3  PLAN VAP2231  DIST,RICT LOT 326A  NEW WESTMINSTER,,,,1444000.0,108000.0,2023.0,1386000.0,111000.0,1974.0,1975.0,,17,2023
029-649-927,STRATA,830170400200,83017040,CD-1 (523),Comprehensive Development,200,EPS3032,,311,1907,488.0,MARINE DR SW,V5X 0C6,LOT 200  PLAN EPS3032  DISTRICT LOT,"311  NWD GROUP 1, TOGETHER WITH AN",INTEREST IN THE COMMON PROPERTY IN,PROPORTION TO THE UNIT ENTITLEMENT,OF THE STRATA LOT AS SHOWN ON FORM,387000.0,185000.0,2021.0,375000.0,181000.0,2015.0,2015.0,1671.67,18,2021
030-973-961,STRATA,126616320015,12661632,CD-1 (580),Comprehensive Development,15,EPS5752,,541,601,1480.0,HOWE ST,V6Z 0G5,LOT 15  PLAN EPS5752  DISTRICT LOT,541  NWD  BCAGROUP 1 TOGETHER WITH,AN INTEREST IN THE COMMON PROPERTY,IN PROPORTION TO THE UNIT ENTITLEME,NT OF THE STRATA LOT AS SHOWN ON FO,682000.0,431000.0,2022.0,620000.0,392000.0,2020.0,2020.0,2997.23,30,2022
030-989-825,STRATA,837315350145,83731535,CD-1 (565),,145,EPS6476,,331,307,8570.0,RIVERGRASS DR,,STRATA LOT 145  PLAN EPS6476  DISTR,"ICT LOT 331  NWD  GROUP 1  PHASE 2,",TOGETHER WITH AN INTEREST IN THE C,OMMON PROPERTY IN PROPORTION TO THE,UNIT ENTITLEMENT OF THE STRATA LOT,102400.0,197569.0,2020.0,,,,,877.61,18,2020
025-930-591,STRATA,190823260002,19082326,RT-2,Two-Family Dwelling,2,BCS812,,313,,8098.0,MAIN ST,V5X 3L1,LOT 2  PLAN BCS812  DISTRICT LOT 31,3  NWD UNDIV 163/334 SHARE IN COM P,ROP THEREIN TOGETHER WITH AN INTERE,ST IN THE COMMON PROPERTY IN PROPOR,TION TO THE UNIT ENTITLEMENT OF THE,970000.0,285000.0,2021.0,879000.0,279000.0,2003.0,2003.0,5043.75,17,2021
010-725-172,LAND,308765040000,30876504,RS-1,One-Family Dwelling,17,VAP7169,6,,,6308.0,BROOKS ST,V5S 3J4,LOT 17  BLOCK 6  PLAN VAP7169  NEW,WESTMINSTER DISTRICT LOT 338 N E QT,R.,,,1870000.0,415000.0,2022.0,1608000.0,374000.0,1992.0,1992.0,7992.35,24,2022
019-178-158,STRATA,120605980103,12060598,CD-1 (322),Comprehensive Development,103,LMS1866,,541,1008,989.0,NELSON ST,V6Z 2S1,LOT 103  PLAN LMS1866  DISTRICT LOT,541  NEW WESTMINSTER UNDIV 570/234,700 SHARE IN COM PROP THEREIN.,,,415000.0,170000.0,2020.0,438000.0,172000.0,1957.0,1995.0,1711.51,26,2020
006-557-007,STRATA,609108930023,60910893,RM-5B,Multiple Dwelling,23,VAS1395,,185,303,1125.0,GILFORD ST,V6G 2P7,LOT 23  PLAN VAS1395  DISTRICT LOT,185  NEW WESTMINSTER UNDIV 738/3233,4 SHARE IN COM PROP THEREIN.,,,677000.0,124000.0,2022.0,621000.0,114000.0,1984.0,1984.0,2157.04,27,2022
024-111-309,STRATA,148612340005,14861234,HA-3,Historical Area,5,LMS3182,541,,,1242.0,HOMER ST,V6B 2Y5,LOT 5  BLOCK 541  PLAN LMS3182  NEW,WESTMINSTER UNDIV 25/2300 SHARE IN,THE COM PROP THEREIN.,,,284000.0,58800.0,2021.0,285000.0,58500.0,1998.0,1998.0,3496.89,29,2021
024-587-745,STRATA,640045830048,64004583,C-2,Commercial,48,LMS3987,,540,401,3333.0,4TH AVE W,V6R 4R9,LOT 48  PLAN LMS3987  DISTRICT LOT,540  NEW WESTMINSTER UNDIV 39/4155,SHARE IN COMM PROP THEREIN.,,,327000.0,77400.0,2021.0,322000.0,76800.0,1999.0,1999.0,1181.86,2,2021
